06/Jan/2025,06:02:58,82.81.156.133,GET,"/",HTTP/1.1,200,"","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",""
06/Jan/2025,06:03:31,82.81.156.133,GET,"/logowanie",HTTP/1.1,200,"https://kingbank.pl/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",""
06/Jan/2025,06:03:36,82.81.156.133,POST,"/logowanie",HTTP/1.1,200,"https://kingbank.pl/logowanie","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","login=tombie3704&password=&action=login"
06/Jan/2025,06:03:36,82.81.156.133,GET,"/dashboard",HTTP/1.1,200,"https://kingbank.pl/logowanie","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",""
06/Jan/2025,06:06:23,81.13.183.39,GET,"/",HTTP/1.1,200,"","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",""
06/Jan/2025,06:06:55,81.13.183.39,GET,"/logowanie",HTTP/1.1,200,"https://kingbank.pl/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",""
06/Jan/2025,06:07:10,81.13.183.39,GET,"/rejestracja",HTTP/1.1,200,"https://kingbank.pl/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",""
06/Jan/2025,06:08:52,81.13.183.39,POST,"/rejestracja",HTTP/1.1,200,"https://kingbank.pl/rejestracja","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","firstName=Patryk&lastName=Wiatr&email=patryk.wiatr15silver213@onet.pl&password=&confirmPassword=&dataConsent=1&action=register"
06/Jan/2025,06:08:57,81.13.183.39,GET,"/rejestracja,ebea8dadace323f0b493106f9237c373910274d0",HTTP/1.1,200,"https://kingbank.pl/rejestracja","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",""
06/Jan/2025,06:09:16,185.172.48.56,GET,"/",HTTP/1.1,200,"","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",""
06/Jan/2025,06:09:55,185.172.48.56,GET,"/logowanie",HTTP/1.1,200,"https://kingbank.pl/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",""
06/Jan/2025,06:10:05,82.81.156.133,POST,/wylogowanie,HTTP/1.1,302,"https://kingbank.pl/dashboard","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","action=logout"
06/Jan/2025,06:10:05,82.81.156.133,GET,"/",HTTP/1.1,200,"","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",""
06/Jan/2025,06:10:19,185.172.48.56,POST,"/logowanie",HTTP/1.1,200,"https://kingbank.pl/logowanie","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","login=karnow9343&password=&action=login"
06/Jan/2025,06:10:19,185.172.48.56,GET,"/dashboard",HTTP/1.1,200,"https://kingbank.pl/logowanie","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",""
06/Jan/2025,06:12:02,185.173.109.246,GET,"/",HTTP/1.1,200,"","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:132.0) Gecko/20100101 Firefox/132.0",""
06/Jan/2025,06:17:04,81.77.116.92,GET,"/",HTTP/1.1,200,"","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:132.0) Gecko/20100101 Firefox/132.0",""
06/Jan/2025,06:17:25,81.77.116.92,GET,"/logowanie",HTTP/1.1,200,"https://kingbank.pl/","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:132.0) Gecko/20100101 Firefox/132.0",""
06/Jan/2025,06:17:39,81.77.116.92,POST,"/logowanie",HTTP/1.1,200,"https://kingbank.pl/logowanie","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:132.0) Gecko/20100101 Firefox/132.0","login=beabar2001&password=&action=login"
06/Jan/2025,06:17:39,81.77.116.92,GET,"/dashboard",HTTP/1.1,200,"https://kingbank.pl/logowanie","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:132.0) Gecko/20100101 Firefox/132.0",""
06/Jan/2025,06:17:50,81.77.116.92,GET,"/transakcja",HTTP/1.1,200,"https://kingbank.pl/dashboard","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:132.0) Gecko/20100101 Firefox/132.0",""
06/Jan/2025,06:19:01,81.77.116.92,POST,"/transakcja",HTTP/1.1,200,"https://kingbank.pl/transakcja","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:132.0) Gecko/20100101 Firefox/132.0","recipientAccount=97+8817+1010+9595+5548+0858+2750&recipientName=EduProgress+Polska&street=ul.+Promienna&houseNumber=27&apartmentNumber=13&postalCode=36276&city=Kasztan%C3%B3w&transferTitle=Wynajem+salki+konferencyjnej&action=send&savedRecipient=1"
06/Jan/2025,06:19:01,81.77.116.92,GET,"/transakcja,e9da7ade108a1d6d8ac69444a18ef129f7e17fd5",HTTP/1.1,200,"https://kingbank.pl/transakcja","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:132.0) Gecko/20100101 Firefox/132.0",""
06/Jan/2025,06:19:07,81.77.116.92,POST,"/transakcja,e9da7ade108a1d6d8ac69444a18ef129f7e17fd5",HTTP/1.1,200,"https://kingbank.pl/transakcja,e9da7ade108a1d6d8ac69444a18ef129f7e17fd5","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:132.0) Gecko/20100101 Firefox/132.0","action=execute"
06/Jan/2025,06:19:29,81.77.116.92,GET,"/dashboard",HTTP/1.1,200,"https://kingbank.pl/logowanie","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:132.0) Gecko/20100101 Firefox/132.0",""
06/Jan/2025,06:19:58,81.77.116.92,POST,/wylogowanie,HTTP/1.1,302,"https://kingbank.pl/dashboard","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:132.0) Gecko/20100101 Firefox/132.0","action=logout"
